song,plays,datetime,artist,album
stay done,1,"30 Sep 2025, 15:38",Tate McRae,THINK LATER
Greenlight,1,"30 Sep 2025, 15:35",Tate McRae,So Close to What
Fortnight (feat. Post Malone),1,"30 Sep 2025, 15:32",Taylor Swift,THE TORTURED POETS DEPARTMENT
Don't Wanna Cry,1,"30 Sep 2025, 15:28",Selena Gomez,I Said I Love You First
Hot in It (feat. Charli XCX),1,"30 Sep 2025, 15:26",Tiësto,DRIVE
Club classics featuring bb trickz,1,"30 Sep 2025, 15:23",Charli xcx,Brat and it’s completely different but also still brat
Fast,1,"30 Sep 2025, 15:20",Demi Lovato,Fast
yes baby,1,"30 Sep 2025, 15:17",Madison Beer,yes baby
Cottonwood,1,"30 Sep 2025, 15:14",Twenty One Pilots,Breach
Garbage,1,"30 Sep 2025, 15:11",Twenty One Pilots,Breach
2 hands,1,"30 Sep 2025, 15:08",Tate McRae,So Close to What
Purple lace bra,1,"30 Sep 2025, 15:04",Tate McRae,So Close to What
Kill Me,1,"30 Sep 2025, 15:02",Hayley Williams,Ego Death At A Bachelorette Party
you broke me first,1,"30 Sep 2025, 14:59",Tate McRae,TOO YOUNG TO BE SAD
I Can Do It with a Broken Heart,1,"30 Sep 2025, 14:54",Taylor Swift,THE TORTURED POETS DEPARTMENT
Cry for Me,1,"30 Sep 2025, 14:51",Camila Cabello,Romance
B.E.A.T.,1,"30 Sep 2025, 14:48",Selena Gomez,Stars Dance
AAAHH MEN!,1,"30 Sep 2025, 14:44",Doja Cat,Vie
Sports car,1,"30 Sep 2025, 14:42",Tate McRae,So Close to What
rubberband,1,"30 Sep 2025, 14:39",Tate McRae,TOO YOUNG TO BE SAD
Sunset Blvd,1,"30 Sep 2025, 14:36",Selena Gomez,I Said I Love You First
Spring breakers featuring kesha,1,"30 Sep 2025, 14:34",Charli xcx,Brat and it’s completely different but also still brat
No I'm not in love,1,"30 Sep 2025, 14:31",Tate McRae,So Close to What
360 featuring robyn  yung lean,1,"30 Sep 2025, 14:29",Charli xcx,Brat and it’s completely different but also still brat
Parachute,1,"30 Sep 2025, 14:25",Hayley Williams,Ego Death At A Bachelorette Party
Just Keep Watching (From F1® The Movie),1,"30 Sep 2025, 14:23",Tate McRae,Just Keep Watching (From F1® The Movie)
think later,1,"30 Sep 2025, 14:21",Tate McRae,THINK LATER
cut my hair,1,"30 Sep 2025, 14:18",Tate McRae,THINK LATER
Dear god,1,"30 Sep 2025, 14:15",Tate McRae,So Close to What
bloodonmyhands (feat. Flo Milli),1,"30 Sep 2025, 14:12",Tate McRae,So Close to What
Twist The Knife,1,"30 Sep 2025, 14:09",Kyra Fields,Twist The Knife
Revolving door,1,"30 Sep 2025, 14:06",Tate McRae,Revolving Door
calgary,1,"30 Sep 2025, 14:04",Tate McRae,THINK LATER
How Does It Feel to Be Forgotten,1,"30 Sep 2025, 14:01",Selena Gomez,I Said I Love You First
plastic palm trees,1,"30 Sep 2025, 13:58",Tate McRae,THINK LATER
One Way,1,"30 Sep 2025, 13:55",Twenty One Pilots,Breach
Signs,1,"30 Sep 2025, 13:48",Tate McRae,So Close to What
Ojos Tristes,1,"30 Sep 2025, 13:45",Selena Gomez,I Said I Love You First
I know love (feat. The Kid LAROI),1,"30 Sep 2025, 13:42",Tate McRae,So Close to What
lie to me,1,"30 Sep 2025, 13:39",Tate McRae,lie to me
Miss possessive,1,"30 Sep 2025, 13:37",Tate McRae,So Close to What
"Girl, so confusing",1,"30 Sep 2025, 13:34",Charli xcx,BRAT
My Boy Only Breaks His Favorite Toys,1,"30 Sep 2025, 13:31",Taylor Swift,THE TORTURED POETS DEPARTMENT
This Song,1,"30 Sep 2025, 13:27",Conan Gray,Wishbone
Baila Conmigo,1,"30 Sep 2025, 13:24",Selena Gomez,Revelación - EP
Down Bad,1,"30 Sep 2025, 13:20",Taylor Swift,THE TORTURED POETS DEPARTMENT
You Said You Were Sorry,1,"30 Sep 2025, 13:17",Selena Gomez,I Said I Love You First
canal street,1,"30 Sep 2025, 13:12",sombr,I Barely Know Her
Like I do,1,"30 Sep 2025, 13:09",Tate McRae,So Close to What
come closer,1,"30 Sep 2025, 13:06",sombr,I Barely Know Her
Sunset Tower,1,"30 Sep 2025, 13:02",Conan Gray,Wishbone
Nunca Pensé,1,"30 Sep 2025, 12:57",David Archuleta,Nunca Pensé
gigolo,1,"30 Sep 2025, 12:53",bbno$,gigolo
Vodka Cranberry,1,"30 Sep 2025, 12:49",Conan Gray,Wishbone
Vodka Cranberry,1,"30 Sep 2025, 12:48",Conan Gray,Wishbone
Chasing Shadows,1,"30 Sep 2025, 12:45",Alex Warren,"You'll Be Alright, Kid"
Eleven Eleven,1,"30 Sep 2025, 12:41",Conan Gray,Wishbone
Last Forever,1,"30 Sep 2025, 12:36",Bob Moses,Last Forever
back to friends,1,"30 Sep 2025, 12:33",sombr,I Barely Know Her
want that too,1,"30 Sep 2025, 12:29",Tate McRae,THINK LATER
party 4 u,1,"30 Sep 2025, 12:24",Charli xcx,Party 4 U
The Subway,1,"30 Sep 2025, 12:20",Chappell Roan,The Subway
hurt my feelings,1,"30 Sep 2025, 12:18",Tate McRae,THINK LATER
I Can’t Get Enough,1,"30 Sep 2025, 12:15",Selena Gomez,I Said I Love You First
Sucks to Be My Ex,1,"30 Sep 2025, 12:12",Ava Max,Don't Click Play
Sympathy is a knife featuring ariana grande,1,"30 Sep 2025, 12:09",Charli xcx,Brat and it’s completely different but also still brat
Sympathy is a knife,1,"30 Sep 2025, 12:06",Charli xcx,BRAT
I Luv It,1,"30 Sep 2025, 12:04",Camila Cabello,"C,XOXO"
It's ok I'm ok,1,"30 Sep 2025, 12:01",Tate McRae,So Close to What
How Can I Dance,1,"30 Sep 2025, 11:58",Ava Max,Don't Click Play
Bluest Flame,1,"30 Sep 2025, 11:56",Selena Gomez,I Said I Love You First
TIT FOR TAT,1,"30 Sep 2025, 11:53",Tate McRae,TIT FOR TAT
"I'M HIS, HE'S MINE (feat. Doechii)",1,"30 Sep 2025, 11:50",Katy Perry,143
"Wet, Hot American Dream",1,"30 Sep 2025, 11:47",Ava Max,Don't Click Play
Lovin Myself,1,"30 Sep 2025, 11:44",Ava Max,Don't Click Play
Don’t Click Play,1,"30 Sep 2025, 11:41",Ava Max,Don't Click Play
IT girl,1,"30 Sep 2025, 11:39",Jade,THAT'S SHOWBIZ BABY!
RAWFEAR,1,"30 Sep 2025, 11:35",twenty one pilots,Breach
AAAHH MEN!,1,"30 Sep 2025, 11:31",Doja Cat,Vie
HUMBLE.,1,"30 Sep 2025, 11:28",Kendrick Lamar,DAMN.
This Is America,1,"30 Sep 2025, 11:25",Childish Gambino,This Is America
boom,1,"30 Sep 2025, 11:22",bbno$,boom
IT BOY,1,"30 Sep 2025, 11:20",bbno$,it boy
1-800,1,"30 Sep 2025, 11:16",bbno$,1-800
"Girl, so confusing featuring lorde",1,"30 Sep 2025, 11:13",Charli xcx,Brat and it’s completely different but also still brat
The Alchemy,1,"30 Sep 2025, 11:09",Taylor Swift,THE TORTURED POETS DEPARTMENT
MUSTANG BABY (FT. ARTEMAS),1,"30 Sep 2025, 11:06",Nessa Barrett,AFTERCARE
Here All Night,1,"30 Sep 2025, 11:03",Demi Lovato,Here All Night
Mine (Taylor's Version),1,"30 Sep 2025, 11:03",Taylor Swift,Speak Now (Taylor's Version)
Apple,1,"30 Sep 2025, 03:53",Charli xcx,BRAT
The Subway,1,"30 Sep 2025, 03:49",Chappell Roan,The Subway
Garbage,1,"30 Sep 2025, 03:45",Twenty One Pilots,Breach
Sympathy is a knife featuring ariana grande,1,"30 Sep 2025, 03:43",Charli xcx,Brat and it’s completely different but also still brat
Baila Conmigo,1,"30 Sep 2025, 03:40",Selena Gomez,Revelación - EP
B.E.A.T.,1,"30 Sep 2025, 03:36",Selena Gomez,Stars Dance
Twist The Knife,1,"30 Sep 2025, 03:33",Kyra Fields,Twist The Knife
Sunset Tower,1,"30 Sep 2025, 03:30",Conan Gray,Wishbone
Cottonwood,1,"30 Sep 2025, 03:27",Twenty One Pilots,Breach
Cry for Me,1,"30 Sep 2025, 03:23",Camila Cabello,Romance
Chasing Shadows,1,"30 Sep 2025, 03:21",Alex Warren,"You'll Be Alright, Kid"
One Way,1,"30 Sep 2025, 03:18",Twenty One Pilots,Breach
New Americana,1,"30 Sep 2025, 03:15",Halsey,BADLANDS
Hot in It (feat. Charli XCX),1,"30 Sep 2025, 03:13",Tiësto,DRIVE
boom,1,"30 Sep 2025, 03:10",bbno$,boom
TIT FOR TAT,1,"30 Sep 2025, 03:07",Tate McRae,TIT FOR TAT
Nunca Pensé,1,"30 Sep 2025, 03:05",David Archuleta,Nunca Pensé
Last Forever,1,"30 Sep 2025, 03:02",Bob Moses,Last Forever
Kill Me,1,"30 Sep 2025, 02:59",Hayley Williams,Ego Death At A Bachelorette Party
This Song,1,"30 Sep 2025, 02:56",Conan Gray,Wishbone
I Luv It,1,"30 Sep 2025, 02:53",Camila Cabello,"C,XOXO"
Club classics featuring bb trickz,1,"30 Sep 2025, 02:50",Charli xcx,Brat and it’s completely different but also still brat
Don't Wanna Cry,1,"30 Sep 2025, 02:46",Selena Gomez,I Said I Love You First
"Girl, so confusing",1,"30 Sep 2025, 02:16",Charli xcx,BRAT
Eleven Eleven,1,"30 Sep 2025, 02:12",Conan Gray,Wishbone
360 featuring robyn  yung lean,1,"30 Sep 2025, 02:10",Charli xcx,Brat and it’s completely different but also still brat
"Girl, so confusing featuring lorde",1,"30 Sep 2025, 02:07",Charli xcx,Brat and it’s completely different but also still brat
Spring breakers featuring kesha,1,"30 Sep 2025, 02:03",Charli xcx,Brat and it’s completely different but also still brat
come closer,1,"30 Sep 2025, 02:00",sombr,I Barely Know Her
Vodka Cranberry,1,"30 Sep 2025, 01:56",Conan Gray,Wishbone
party 4 u,1,"30 Sep 2025, 01:51",Charli xcx,Party 4 U
back to friends,1,"30 Sep 2025, 01:44",sombr,I Barely Know Her
canal street,1,"30 Sep 2025, 01:38",sombr,I Barely Know Her
Parachute,1,"30 Sep 2025, 01:34",Hayley Williams,Ego Death At A Bachelorette Party
MUSTANG BABY (FT. ARTEMAS),1,"30 Sep 2025, 01:31",Nessa Barrett,AFTERCARE
Fast,1,"30 Sep 2025, 01:28",Demi Lovato,Fast
RAWFEAR,1,"30 Sep 2025, 01:24",twenty one pilots,Breach
yes baby,1,"30 Sep 2025, 01:21",Madison Beer,yes baby
Sympathy is a knife,1,"30 Sep 2025, 01:19",Charli xcx,BRAT
Just Keep Watching (From F1® The Movie),1,"30 Sep 2025, 01:17",Tate McRae,Just Keep Watching (From F1® The Movie)
This Is America,1,"30 Sep 2025, 01:13",Childish Gambino,This Is America
Don’t Click Play,1,"30 Sep 2025, 01:10",Ava Max,Don't Click Play
1-800,1,"30 Sep 2025, 01:07",bbno$,1-800
AAAHH MEN!,1,"30 Sep 2025, 01:03",Doja Cat,Vie
Here All Night,1,"30 Sep 2025, 00:59",Demi Lovato,Here All Night
Apple,1,"30 Sep 2025, 00:56",Charli xcx,BRAT
The Subway,1,"30 Sep 2025, 00:52",Chappell Roan,The Subway
Garbage,1,"30 Sep 2025, 00:49",Twenty One Pilots,Breach
Sympathy is a knife featuring ariana grande,1,"30 Sep 2025, 00:46",Charli xcx,Brat and it’s completely different but also still brat
Baila Conmigo,1,"30 Sep 2025, 00:43",Selena Gomez,Revelación - EP
B.E.A.T.,1,"30 Sep 2025, 00:40",Selena Gomez,Stars Dance
Twist The Knife,1,"30 Sep 2025, 00:37",Kyra Fields,Twist The Knife
Sunset Tower,1,"30 Sep 2025, 00:33",Conan Gray,Wishbone
Cottonwood,1,"30 Sep 2025, 00:30",Twenty One Pilots,Breach
Cry for Me,1,"30 Sep 2025, 00:25",Camila Cabello,Romance
Chasing Shadows,1,"30 Sep 2025, 00:23",Alex Warren,"You'll Be Alright, Kid"
One Way,1,"30 Sep 2025, 00:20",Twenty One Pilots,Breach
New Americana,1,"30 Sep 2025, 00:17",Halsey,BADLANDS
Hot in It (feat. Charli XCX),1,"30 Sep 2025, 00:15",Tiësto,DRIVE
boom,1,"30 Sep 2025, 00:12",bbno$,boom
TIT FOR TAT,1,"30 Sep 2025, 00:09",Tate McRae,TIT FOR TAT
Last Forever,1,"29 Sep 2025, 23:59",Bob Moses,Last Forever
Kill Me,1,"29 Sep 2025, 23:55",Hayley Williams,Ego Death At A Bachelorette Party
This Song,1,"29 Sep 2025, 23:52",Conan Gray,Wishbone
I Luv It,1,"29 Sep 2025, 23:49",Camila Cabello,"C,XOXO"
Club classics featuring bb trickz,1,"29 Sep 2025, 23:46",Charli xcx,Brat and it’s completely different but also still brat
Don't Wanna Cry,1,"29 Sep 2025, 23:43",Selena Gomez,I Said I Love You First
"Girl, so confusing",1,"29 Sep 2025, 23:40",Charli xcx,BRAT
Eleven Eleven,1,"29 Sep 2025, 23:36",Conan Gray,Wishbone
360 featuring robyn  yung lean,1,"29 Sep 2025, 23:34",Charli xcx,Brat and it’s completely different but also still brat
"Girl, so confusing featuring lorde",1,"29 Sep 2025, 23:31",Charli xcx,Brat and it’s completely different but also still brat
Spring breakers featuring kesha,1,"29 Sep 2025, 23:28",Charli xcx,Brat and it’s completely different but also still brat
come closer,1,"29 Sep 2025, 23:25",sombr,I Barely Know Her
Vodka Cranberry,1,"29 Sep 2025, 23:21",Conan Gray,Wishbone
party 4 u,1,"29 Sep 2025, 23:16",Charli xcx,Party 4 U
back to friends,1,"29 Sep 2025, 23:09",sombr,I Barely Know Her
canal street,1,"29 Sep 2025, 23:00",sombr,I Barely Know Her
Parachute,1,"29 Sep 2025, 22:47",Hayley Williams,Ego Death At A Bachelorette Party
MUSTANG BABY (FT. ARTEMAS),1,"29 Sep 2025, 22:44",Nessa Barrett,AFTERCARE
Fast,1,"29 Sep 2025, 22:30",Demi Lovato,Fast
RAWFEAR,1,"29 Sep 2025, 22:26",twenty one pilots,Breach
yes baby,1,"29 Sep 2025, 22:24",Madison Beer,yes baby
Sympathy is a knife,1,"29 Sep 2025, 22:21",Charli xcx,BRAT
Just Keep Watching (From F1® The Movie),1,"29 Sep 2025, 22:19",Tate McRae,Just Keep Watching (From F1® The Movie)
This Is America,1,"29 Sep 2025, 22:15",Childish Gambino,This Is America
Don’t Click Play,1,"29 Sep 2025, 22:12",Ava Max,Don't Click Play
1-800,1,"29 Sep 2025, 22:09",bbno$,1-800
AAAHH MEN!,1,"29 Sep 2025, 22:06",Doja Cat,Vie
Here All Night,1,"29 Sep 2025, 22:02",Demi Lovato,Here All Night
Kill Me,1,"29 Sep 2025, 22:00",Hayley Williams,Ego Death At A Bachelorette Party
Spring breakers featuring kesha,1,"29 Sep 2025, 21:57",Charli xcx,Brat and it’s completely different but also still brat
I Luv It,1,"29 Sep 2025, 21:54",Camila Cabello,"C,XOXO"
Sympathy is a knife featuring ariana grande,1,"29 Sep 2025, 21:52",Charli xcx,Brat and it’s completely different but also still brat
Apple,1,"29 Sep 2025, 21:49",Charli xcx,BRAT
Last Forever,1,"29 Sep 2025, 21:44",Bob Moses,Last Forever
360 featuring robyn  yung lean,1,"29 Sep 2025, 21:42",Charli xcx,Brat and it’s completely different but also still brat
Eleven Eleven,1,"29 Sep 2025, 21:38",Conan Gray,Wishbone
Garbage,1,"29 Sep 2025, 21:35",Twenty One Pilots,Breach
RAWFEAR,1,"29 Sep 2025, 21:32",twenty one pilots,Breach
"Girl, so confusing featuring lorde",1,"29 Sep 2025, 21:28",Charli xcx,Brat and it’s completely different but also still brat
Parachute,1,"29 Sep 2025, 21:25",Hayley Williams,Ego Death At A Bachelorette Party
canal street,1,"29 Sep 2025, 21:20",sombr,I Barely Know Her
Nunca Pensé,1,"29 Sep 2025, 21:13",David Archuleta,Nunca Pensé
1-800,1,"29 Sep 2025, 21:05",bbno$,1-800
AAAHH MEN!,1,"29 Sep 2025, 21:02",Doja Cat,Vie
This Song,1,"29 Sep 2025, 20:58",Conan Gray,Wishbone
"Girl, so confusing",1,"29 Sep 2025, 20:55",Charli xcx,BRAT
back to friends,1,"29 Sep 2025, 20:52",sombr,I Barely Know Her
Don’t Click Play,1,"29 Sep 2025, 20:49",Ava Max,Don't Click Play
Sunset Tower,1,"29 Sep 2025, 20:46",Conan Gray,Wishbone
come closer,1,"29 Sep 2025, 20:37",sombr,I Barely Know Her
The Subway,1,"29 Sep 2025, 20:33",Chappell Roan,The Subway
Fast,1,"29 Sep 2025, 20:30",Demi Lovato,Fast
Club classics featuring bb trickz,1,"29 Sep 2025, 20:27",Charli xcx,Brat and it’s completely different but also still brat
party 4 u,1,"29 Sep 2025, 20:22",Charli xcx,Party 4 U
Don't Wanna Cry,1,"29 Sep 2025, 20:18",Selena Gomez,I Said I Love You First
Vodka Cranberry,1,"29 Sep 2025, 20:14",Conan Gray,Wishbone
Hot in It (feat. Charli XCX),1,"29 Sep 2025, 20:12",Tiësto,DRIVE
Baila Conmigo,1,"29 Sep 2025, 20:09",Selena Gomez,Revelación - EP
One Way,1,"29 Sep 2025, 20:06",Twenty One Pilots,Breach
New Americana,1,"29 Sep 2025, 20:03",Halsey,BADLANDS
Chasing Shadows,1,"29 Sep 2025, 20:00",Alex Warren,"You'll Be Alright, Kid"
yes baby,1,"29 Sep 2025, 19:58",Madison Beer,yes baby
Sympathy is a knife,1,"29 Sep 2025, 19:55",Charli xcx,BRAT
Cry for Me,1,"29 Sep 2025, 19:23",Camila Cabello,Romance
Cottonwood,1,"29 Sep 2025, 19:20",Twenty One Pilots,Breach
boom,1,"29 Sep 2025, 19:17",bbno$,boom
B.E.A.T.,1,"29 Sep 2025, 19:14",Selena Gomez,Stars Dance
MUSTANG BABY (FT. ARTEMAS),1,"29 Sep 2025, 18:56",Nessa Barrett,AFTERCARE
Twist The Knife,1,"29 Sep 2025, 18:51",Kyra Fields,Twist The Knife
TIT FOR TAT,1,"29 Sep 2025, 18:46",Tate McRae,TIT FOR TAT
Just Keep Watching (From F1® The Movie),1,"29 Sep 2025, 18:44",Tate McRae,Just Keep Watching (From F1® The Movie)
Here All Night,1,"29 Sep 2025, 18:37",Demi Lovato,Here All Night
One Way,1,"29 Sep 2025, 18:32",Twenty One Pilots,Breach
Downstairs,1,"29 Sep 2025, 18:26",Twenty One Pilots,Breach
RAWFEAR,1,"29 Sep 2025, 18:23",twenty one pilots,Breach
undressed,1,"29 Sep 2025, 18:20",sombr,I Barely Know Her
under the mat,1,"29 Sep 2025, 18:15",sombr,I Barely Know Her
we never dated,1,"29 Sep 2025, 18:12",sombr,I Barely Know Her
Cottonwood,1,"29 Sep 2025, 18:09",Twenty One Pilots,Breach
back to friends,1,"29 Sep 2025, 18:05",sombr,I Barely Know Her
i wish i knew how to quit you,1,"29 Sep 2025, 18:01",sombr,I Barely Know Her
Garbage,1,"29 Sep 2025, 17:58",Twenty One Pilots,Breach
One Way,1,"29 Sep 2025, 17:55",Twenty One Pilots,Breach
TIT FOR TAT,1,"29 Sep 2025, 17:52",Tate McRae,TIT FOR TAT
Cottonwood,1,"29 Sep 2025, 17:49",Twenty One Pilots,Breach
canal street,1,"29 Sep 2025, 17:44",sombr,I Barely Know Her
Garbage,1,"29 Sep 2025, 17:41",Twenty One Pilots,Breach
Twist The Knife,1,"29 Sep 2025, 17:38",Kyra Fields,Twist The Knife
come closer,1,"29 Sep 2025, 17:34",sombr,I Barely Know Her
Drum Show,1,"29 Sep 2025, 17:31",Twenty One Pilots,Breach
Downstairs,1,"29 Sep 2025, 17:26",Twenty One Pilots,Breach
City Walls,1,"29 Sep 2025, 17:20",Twenty One Pilots,Breach
12 to 12,1,"29 Sep 2025, 17:16",sombr,I Barely Know Her
Twist The Knife,1,"29 Sep 2025, 17:13",Kyra Fields,Twist The Knife
TIT FOR TAT,1,"29 Sep 2025, 17:10",Tate McRae,TIT FOR TAT
One Way,1,"29 Sep 2025, 17:07",Twenty One Pilots,Breach
Cottonwood,1,"29 Sep 2025, 17:04",Twenty One Pilots,Breach
Downstairs,1,"29 Sep 2025, 16:59",Twenty One Pilots,Breach
Garbage,1,"29 Sep 2025, 16:55",Twenty One Pilots,Breach
RAWFEAR,1,"29 Sep 2025, 16:52",twenty one pilots,Breach
Twist The Knife,1,"29 Sep 2025, 16:49",Kyra Fields,Twist The Knife
TIT FOR TAT,1,"29 Sep 2025, 16:46",Tate McRae,TIT FOR TAT
Intentions,1,"29 Sep 2025, 16:43",Twenty One Pilots,Breach
Tally,1,"29 Sep 2025, 16:40",Twenty One Pilots,Breach
Days Lie Dormant,1,"29 Sep 2025, 16:05",Twenty One Pilots,Breach
One Way,1,"29 Sep 2025, 16:03",Twenty One Pilots,Breach
Cottonwood,1,"29 Sep 2025, 16:00",Twenty One Pilots,Breach
Center Mass,1,"29 Sep 2025, 15:56",Twenty One Pilots,Breach
Robot Voices,1,"29 Sep 2025, 15:52",Twenty One Pilots,Breach
Downstairs,1,"29 Sep 2025, 15:46",Twenty One Pilots,Breach
The Contract,1,"29 Sep 2025, 15:42",Twenty One Pilots,Breach
Garbage,1,"29 Sep 2025, 15:38",Twenty One Pilots,Breach
Drum Show,1,"29 Sep 2025, 15:35",Twenty One Pilots,Breach
RAWFEAR,1,"29 Sep 2025, 15:32",twenty one pilots,Breach
City Walls,1,"29 Sep 2025, 15:25",Twenty One Pilots,Breach
under the mat,1,"29 Sep 2025, 15:21",sombr,I Barely Know Her
we never dated,1,"29 Sep 2025, 15:17",sombr,I Barely Know Her
come closer,1,"29 Sep 2025, 14:59",sombr,I Barely Know Her
undressed,1,"29 Sep 2025, 14:56",sombr,I Barely Know Her
dime,1,"29 Sep 2025, 14:51",sombr,I Barely Know Her
canal street,1,"29 Sep 2025, 14:46",sombr,I Barely Know Her
back to friends,1,"29 Sep 2025, 14:42",sombr,I Barely Know Her
i wish i knew how to quit you,1,"29 Sep 2025, 14:38",sombr,I Barely Know Her
12 to 12,1,"29 Sep 2025, 14:34",sombr,I Barely Know Her
crushing,1,"29 Sep 2025, 14:30",sombr,I Barely Know Her
Karma (feat. Ice Spice),1,"29 Sep 2025, 14:25",Taylor Swift,Midnights (The Til Dawn Edition)
Snow on the Beach (feat. more Lana Del Rey),1,"29 Sep 2025, 14:22",Taylor Swift,Midnights (The Til Dawn Edition)
Hits Different,1,"29 Sep 2025, 14:18",Taylor Swift,Midnights (The Til Dawn Edition)
Dear Reader,1,"29 Sep 2025, 14:14",Taylor Swift,Midnights (3am Edition)
"Would've, Could've, Should've",1,"29 Sep 2025, 14:10",Taylor Swift,Midnights (3am Edition)
Glitch,1,"29 Sep 2025, 14:07",Taylor Swift,Midnights (3am Edition)
High Infidelity,1,"29 Sep 2025, 14:03",Taylor Swift,Midnights (3am Edition)
Paris,1,"29 Sep 2025, 14:00",Taylor Swift,Midnights (3am Edition)
Bigger Than the Whole Sky,1,"29 Sep 2025, 13:56",Taylor Swift,Midnights (3am Edition)
The Great War,1,"29 Sep 2025, 13:52",Taylor Swift,Midnights (3am Edition)
Mastermind,1,"29 Sep 2025, 13:49",Taylor Swift,Midnights
Sweet Nothing,1,"29 Sep 2025, 13:46",Taylor Swift,Midnights
Karma,1,"29 Sep 2025, 13:43",Taylor Swift,Midnights
Labyrinth,1,"29 Sep 2025, 13:38",Taylor Swift,Midnights
Bejeweled,1,"29 Sep 2025, 13:35",Taylor Swift,Midnights
Vigilante Shit,1,"29 Sep 2025, 13:32",Taylor Swift,Midnights
Question...?,1,"29 Sep 2025, 13:29",Taylor Swift,Midnights
Midnight Rain,1,"29 Sep 2025, 13:26",Taylor Swift,Midnights
"You're on Your Own, Kid",1,"29 Sep 2025, 13:23",Taylor Swift,Midnights
Snow on the Beach (feat. Lana Del Rey),1,"29 Sep 2025, 13:19",Taylor Swift,Midnights
Anti-Hero,1,"29 Sep 2025, 13:15",Taylor Swift,Midnights
Maroon,1,"29 Sep 2025, 13:12",Taylor Swift,Midnights
Lavender Haze,1,"29 Sep 2025, 13:08",Taylor Swift,Midnights
All Too Well (10 Minute Version) (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:58",Taylor Swift,Red (Taylor's Version)
The Very First Night (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:55",Taylor Swift,Red (Taylor's Version)
Run (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:51",Taylor Swift,Red (Taylor's Version)
Forever Winter (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:40",Taylor Swift,Red (Taylor's Version)
I Bet You Think About Me (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:24",Taylor Swift,Red (Taylor's Version)
Message in a Bottle (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:20",Taylor Swift,Red (Taylor's Version)
Babe (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:16",Taylor Swift,Red (Taylor's Version)
Nothing New (Taylor's version) (From the Vault),1,"29 Sep 2025, 12:12",Taylor Swift,Red (Taylor's Version)
Better Man (Taylor's Version) (From the Vault),1,"29 Sep 2025, 12:07",Taylor Swift,Red (Taylor's Version)
Ronan (Taylor's Version),1,"29 Sep 2025, 12:01",Taylor Swift,Red (Taylor's Version)
State of Grace (Acoustic Version) (Taylor's Version),1,"29 Sep 2025, 11:55",Taylor Swift,Red (Taylor's Version)
Girl at Home (Taylor's Version),1,"29 Sep 2025, 11:52",Taylor Swift,Red (Taylor's Version)
Come Back...Be Here (Taylor's Version),1,"29 Sep 2025, 11:48",Taylor Swift,Red (Taylor's Version)
The Moment I Knew (Taylor's Version),1,"29 Sep 2025, 11:43",Taylor Swift,Red (Taylor's Version)
Begin Again (Taylor's Version),1,"29 Sep 2025, 11:39",Taylor Swift,Red (Taylor's Version)
Starlight (Taylor's Version),1,"29 Sep 2025, 11:36",Taylor Swift,Red (Taylor's Version)
Everything Has Changed (Taylor's Version),1,"29 Sep 2025, 11:31",Taylor Swift,Red (Taylor's Version)
The Lucky One (Taylor's Version),1,"29 Sep 2025, 11:27",Taylor Swift,Red (Taylor's Version)
Sad Beautiful Tragic (Taylor's Version),1,"29 Sep 2025, 11:21",Taylor Swift,Red (Taylor's Version)
Holy Ground (Taylor's Version),1,"29 Sep 2025, 11:18",Taylor Swift,Red (Taylor's Version)
